500,  0.63, 394,  0.03, 9632
1000,  7.43, 269,  0.15, 13371
1500, 35.23, 191,  0.51, 13143
2000, 83.45, 191,  1.21, 13254
2500, 181.73, 171,  2.35, 13310
3000, 304.72, 177,  4.06, 13300
3500, 549.36, 156,  6.43, 13339
4000, 747.51, 171,  9.59, 13348
4500, 1203.95, 151, 13.66, 13346
5000, 1522.37, 164, 18.75, 13331
